id,date,election_phase,way_of_voting,voting_intention,party,city_id,city,county_id,county_desc,city_id2,city_id3
30150904,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,092,092,34,FORSYTH,092,092
10005473,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,064,064,34,FORSYTH,064,064
9831707,11/08/2016,11/08/2016 GENERAL,ABSENTEE BY MAIL,LIB,LIBERTARIAN,DV1-A,DAVIDSON #1-A,49,IREDELL,DV1-A,DV1-A
1468079,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,10B,MOSQUITO 2,10,BRUNSWICK,10,10
3451200,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,11,PLEASANT GROVE,1,ALAMANCE,11,11
7722356,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,16,GASTON DAY,36,GASTON,16,16
7566053,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,28,CRAMERTON,36,GASTON,28,28
30137698,11/06/2012,11/06/2012 GENERAL,IN-PERSON,DEM,DEMOCRATIC,04-01,04-01,13,CABARRUS,04-01,04-01
30015421,03/15/2016,03/15/2016 PRIMARY,ABSENTEE ONESTOP,REP,REPUBLICAN,31,SHERRILLS FORD,18,CATAWBA,31,31
220266,05/06/2014,05/06/2014 PRIMARY,IN-PERSON,REP,REPUBLICAN,OR1,OR1,41,GUILFORD,OR1,OR1
320335977,11/02/2010,11/02/2010 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,CUL,CULLOWHEE,50,JACKSON,CUL,CUL
877179,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,PR07,BARBECUE,43,HARNETT,PR07,PR07
736634,11/04/2008,11/04/2008 GENERAL,IN-PERSON,UNA,UNAFFILIATED,KDH,KILL DEVIL HILLS,28,DARE,KDH,KDH
51520,11/04/2014,11/04/2014 GENERAL,IN-PERSON,REP,REPUBLICAN,NCRK,NORTH CREEK,7,BEAUFORT,NCRK,NCRK
21680,11/03/2009,11/03/2009 MUNICIPAL GENERAL,IN-PERSON,UNA,UNAFFILIATED,02,BANNER ELK,6,AVERY,02,02
9823914,03/15/2016,03/15/2016 PRIMARY,ABSENTEE ONESTOP,REP,REPUBLICAN,DV1-A,DAVIDSON #1-A,49,IREDELL,DV1-A,DV1-A
9945156,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,REP,REPUBLICAN,SDRI,SDRI,41,GUILFORD,SDRI,SDRI
9094266,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,40,WEST NEWTON,18,CATAWBA,40,40
160300,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,65.1,SWANNANOA 2,11,BUNCOMBE,65.1,65.1
320340925,11/06/2012,11/06/2012 GENERAL,IN-PERSON,UNA,UNAFFILIATED,RIV,RIVER,50,JACKSON,RIV,RIV
30087430,05/06/2008,05/06/2008 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,204.1,PCT 204,60,MECKLENBURG,204.1,204.1
739190,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,MATO,MANTEO,28,DARE,MATO,MATO
117042,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,FORT 2,OLD FORT #2,59,MCDOWELL,FORT-2,FORT 2
588834,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,46,46,32,DURHAM,46,46
69128,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,REP,REPUBLICAN,23,OAK ISLAND 3,10,BRUNSWICK,23,23
9125200,11/06/2012,11/06/2012 GENERAL,IN-PERSON,UNA,UNAFFILIATED,01,PATTERSON,1,ALAMANCE,01,01
30271638,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,30-2,30-2,32,DURHAM,30-2,30-2
9923710,11/04/2008,11/04/2008 GENERAL,ABSENTEE BY MAIL,UNA,UNAFFILIATED,G29,G29,41,GUILFORD,G29,G29
1465312,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,10,MOSQUITO,10,BRUNSWICK,10,10
30016215,11/02/2010,11/02/2010 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,09-00,09-00,13,CABARRUS,09-00,09-00
109761,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,REP,REPUBLICAN,30.3,30.3,11,BUNCOMBE,30.1,30.1
30183668,11/02/2010,11/02/2010 GENERAL,IN-PERSON,REP,REPUBLICAN,ABCH,ATLANTIC BEACH,16,CARTERET,ABCH,ABCH
94957,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,39.2,39.2,11,BUNCOMBE,39.1,39.1
97878,11/04/2008,11/04/2008 GENERAL,ABSENTEE BY MAIL,REP,REPUBLICAN,0038,MORGANTON 08,12,BURKE,0038,0038
271535,11/06/2012,11/06/2012 GENERAL,IN-PERSON,REP,REPUBLICAN,CG3A,CG3A,41,GUILFORD,CG3A,CG3A
284579,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,62.1,RICEVILLE 2,11,BUNCOMBE,62.1,62.1
166140600,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,CL57-1,CLIFFDALE WEST-1-CL57,26,CUMBERLAND,CL57,CL57
166167092,11/02/2010,11/02/2010 GENERAL,IN-PERSON,UNA,UNAFFILIATED,22,OAK ISLAND 2,10,BRUNSWICK,22,22
9143570,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,05,FAUCETTE,1,ALAMANCE,05,05
303613,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,07.1,ASHEVILLE 7,11,BUNCOMBE,07.1,07.1
240972,11/06/2012,11/06/2012 GENERAL,IN-PERSON,DEM,DEMOCRATIC,0201,CONETOE,33,EDGECOMBE,0201,0201
9858666,11/08/2016,11/08/2016 GENERAL,PROVISIONAL,DEM,DEMOCRATIC,CD,CONCORD,49,IREDELL,CD,CD
7532868,11/04/2014,11/04/2014 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,44,STANLEY #2,36,GASTON,44,44
9113813,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,03W,WEST BOONE,1,ALAMANCE,03W,03W
575192,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,34-1,34-1,32,DURHAM,34,34
9839334,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,CC3,CODDLE CREEK #3,49,IREDELL,CC3,CC3
30064811,11/07/2017,11/07/2017 MUNICIPAL AND SCHOOL,ABSENTEE ONESTOP,REP,REPUBLICAN,26,OAKLAND HEIGHTS,18,CATAWBA,26,26
166045515,05/04/2010,05/04/2010 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,G10A,STONEY POINT #2-G10,26,CUMBERLAND,G10,G10
9918117,10/10/2017,10/10/2017 MUNICIPAL PRIMARY,IN-PERSON,DEM,DEMOCRATIC,G34,G34,41,GUILFORD,G34,G34
1472893,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,PR07,GLOBE/JOHNS RIVER/MULBERRY/WILSON CREEK,14,CALDWELL,PR07,PR07
40047,07/17/2012,07/17/2012 SECOND PRIMARY,IN-PERSON,REP,REPUBLICAN,17,LONGWOOD,10,BRUNSWICK,17,17
29282,11/08/2016,11/08/2016 GENERAL,IN-PERSON,REP,REPUBLICAN,ANS,ANSONVILLE,4,ANSON,ANS,ANS
30013792,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,ROSE,ROSE HILL,31,DUPLIN,ROSE,ROSE
356159,03/15/2016,03/15/2016 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,54.2,54.2,11,BUNCOMBE,101.1,101.1
9087146,11/04/2014,11/04/2014 GENERAL,IN-PERSON,UNA,UNAFFILIATED,16,HIGHLAND,18,CATAWBA,16,16
10105022,11/08/2016,11/08/2016 GENERAL,ABSENTEE BY MAIL,DEM,DEMOCRATIC,FEN1,FEN1,41,GUILFORD,FEN1,FEN1
10125356,11/06/2012,11/06/2012 GENERAL,IN-PERSON,DEM,DEMOCRATIC,112,112,34,FORSYTH,112,112
10139501,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,JEF4,JEF4,41,GUILFORD,JEF4,JEF4
121252,11/04/2008,11/04/2008 GENERAL,IN-PERSON,REP,REPUBLICAN,70.1,WOODFIN,11,BUNCOMBE,70.1,70.1
10114086,11/04/2008,11/04/2008 GENERAL,IN-PERSON,REP,REPUBLICAN,G51,G51,41,GUILFORD,G51,G51
8288300,11/08/2016,11/08/2016 GENERAL,IN-PERSON,REP,REPUBLICAN,SH-B,SHILOH-B,49,IREDELL,SH-B,SH-B
2269700,11/04/2014,11/04/2014 GENERAL,IN-PERSON,DEM,DEMOCRATIC,CC3,CODDLE CREEK #3,49,IREDELL,CC3,CC3
10126029,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,FR1,FR1,41,GUILFORD,FR1,FR1
286754,11/04/2008,11/04/2008 GENERAL,ABSENTEE BY MAIL,REP,REPUBLICAN,29.2,29.2,11,BUNCOMBE,102.1,102.1
38052,03/15/2016,03/15/2016 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,P55,FRENCHES CREEK,9,BLADEN,P55,P55
600003217,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,15,GRISSETTOWN,10,BRUNSWICK,15,15
7671539,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,22,CROWDERS MOUNTAIN,36,GASTON,22,22
326166,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,26.1,26.1,11,BUNCOMBE,26.1,26.1
852341,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,PR28,NORTHWEST HARNETT,43,HARNETT,PR28,PR28
166049463,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,G10A,STONEY POINT 2-G10,26,CUMBERLAND,G10,G10
160576,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,G1B,JUDSON-VANDER-G1,26,CUMBERLAND,G1,G1
7598100,05/08/2012,05/08/2012 PRIMARY,IN-PERSON,REP,REPUBLICAN,24,MOUNTAIN VIEW #2,18,CATAWBA,24,24
30302279,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,V,VANCE,54,LENOIR,V,V
9988942,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,FR1,FR1,41,GUILFORD,FR1,FR1
9704636,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,H12,H12,41,GUILFORD,H12,H12
30232577,11/04/2014,11/04/2014 GENERAL,IN-PERSON,UNA,UNAFFILIATED,204,204,34,FORSYTH,204,204
30258791,11/02/2010,11/02/2010 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,NWM117,NORTH WILLIAMS,19,CHATHAM,NWM117,NWM117
748742,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,KTHK,KITTY HAWK,28,DARE,KTHK,KTHK
30264443,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,44,44,32,DURHAM,44,44
324737,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,14.3,14.3,11,BUNCOMBE,105.1,105.1
10076388,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,603,603,34,FORSYTH,603,603
10191884,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,011,011,34,FORSYTH,011,011
1031727,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,KM N,KINGS MOUNTAIN NORTH,23,CLEVELAND,KM1,KM 1
7660477,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,19,SOUTH GASTONIA,36,GASTON,19,19
853430,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,PR08,BLACK RIVER,43,HARNETT,PR08,PR08
9063127,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,10N,NORTH MELVILLE,1,ALAMANCE,10N,10N
9997623,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,H22,H22,41,GUILFORD,H22,H22
30024614,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,072,072,34,FORSYTH,072,072
66010433,11/07/2017,11/07/2017 MUNICIPAL GENERAL,IN-PERSON,UNA,UNAFFILIATED,G1A,CROSS CREEK 02-G1,26,CUMBERLAND,G1,G1
9116273,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,127,BURLINGTON 7,1,ALAMANCE,127,127
581250,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,32,LOWELL,36,GASTON,32,32
600010908,11/06/2012,11/06/2012 GENERAL,ABSENTEE BY MAIL,DEM,DEMOCRATIC,03,WOODBURN,10,BRUNSWICK,03,03
9805981,11/04/2008,11/04/2008 GENERAL,IN-PERSON,REP,REPUBLICAN,SF3,SF3,41,GUILFORD,SF3,SF3
9085281,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,03C,CENTRAL BOONE,1,ALAMANCE,03C,03C
10030651,11/04/2008,11/04/2008 GENERAL,ABSENTEE BY MAIL,DEM,DEMOCRATIC,OLHI,OLIVE HILL,73,PERSON,OLHI,OLHI
10041249,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,032,032,34,FORSYTH,032,032
139215,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,27.2,27.2,11,BUNCOMBE,104.1,104.1
30068868,05/06/2014,05/06/2014 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,01-07,01-07,13,CABARRUS,01-07,01-07
5031000,11/02/2010,11/02/2010 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,13,HAW RIVER,1,ALAMANCE,13,13
195386,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,42.1,HAZEL 1,11,BUNCOMBE,105.1,105.1
9946077,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,G71,G71,41,GUILFORD,G71,G71
7060440,11/02/2010,11/02/2010 GENERAL,IN-PERSON,REP,REPUBLICAN,CH-A,CHAMBERSBURG-A,49,IREDELL,CH-A,CH-A
30248109,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,54,54,32,DURHAM,54,54
166065050,05/08/2012,05/08/2012 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,CC26,CROSS CREEK 26,26,CUMBERLAND,CC26,CC26
30117107,11/04/2008,11/04/2008 GENERAL,IN-PERSON,REP,REPUBLICAN,219,PCT 219,60,MECKLENBURG,219,219
9746186,11/06/2012,11/06/2012 GENERAL,IN-PERSON,REP,REPUBLICAN,DV1-A,DAVIDSON #1-A,49,IREDELL,DV1-A,DV1-A
856655,11/06/2012,11/06/2012 GENERAL,IN-PERSON,REP,REPUBLICAN,PR07,BARBECUE,43,HARNETT,PR07,PR07
9170150,11/04/2014,11/04/2014 GENERAL,IN-PERSON,DEM,DEMOCRATIC,CX,CHEEKS,68,ORANGE,CX,CX
1453434,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,09,OAK ISLAND 1,10,BRUNSWICK,09,09
600079099,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,CF02,CF02,65,NEW HANOVER,CF02,CF02
30179514,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,51,51,32,DURHAM,51,51
30004552,05/04/2010,05/04/2010 PRIMARY,IN-PERSON,REP,REPUBLICAN,04-03,04-03,13,CABARRUS,04-03,04-03
187182,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,60.4,60.4,11,BUNCOMBE,100.1,100.1
7601640,03/15/2016,03/15/2016 PRIMARY,ABSENTEE ONESTOP,REP,REPUBLICAN,011,011,34,FORSYTH,011,011
9842284,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,TB,TURNERSBURG,49,IREDELL,TB,TB
307257,11/02/2010,11/02/2010 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,66.1,66.1,11,BUNCOMBE,66.1,66.1
869259,11/06/2012,11/06/2012 GENERAL,IN-PERSON,REP,REPUBLICAN,PR23,BOONE TRAIL,43,HARNETT,PR23,PR23
744450,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,SOSH,SOUTHERN SHORES,28,DARE,SOSH,SOSH
9163921,11/08/2016,11/08/2016 GENERAL,PROVISIONAL,UNA,UNAFFILIATED,03N,NORTH BOONE,1,ALAMANCE,03N,03N
600009097,11/04/2008,11/04/2008 GENERAL,CURBSIDE,DEM,DEMOCRATIC,01,HOOD CREEK,10,BRUNSWICK,01,01
10060820,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,909,909,34,FORSYTH,909,909
166087819,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,G1B,JUDSON-VANDER-G1,26,CUMBERLAND,G1,G1
10013490,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,03,BLOWING ROCK,95,WATAUGA,03,03
10182510,05/08/2012,05/08/2012 PRIMARY,IN-PERSON,REP,REPUBLICAN,042,042,34,FORSYTH,042,042
30107168,11/04/2014,11/04/2014 GENERAL,IN-PERSON,REP,REPUBLICAN,04-03,04-03,13,CABARRUS,04-03,04-03
10020511,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,806,806,34,FORSYTH,806,806
124798,05/04/2010,05/04/2010 PRIMARY,IN-PERSON,REP,REPUBLICAN,03-00,03-00,13,CABARRUS,03-00,03-00
9007349,11/02/2010,11/02/2010 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,10S,SOUTH MELVILLE,1,ALAMANCE,10S,10S
30112054,11/04/2014,11/04/2014 GENERAL,IN-PERSON,DEM,DEMOCRATIC,26,26,32,DURHAM,26,26
134190,05/08/2012,05/08/2012 PRIMARY,ABSENTEE ONESTOP,REP,REPUBLICAN,HV-3,HENDERSONVILLE-3,45,HENDERSON,HV-3,HV-3
7713037,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,081,PCT 081,60,MECKLENBURG,081,081
125088,05/08/2012,05/08/2012 PRIMARY,IN-PERSON,REP,REPUBLICAN,03-00,03-00,13,CABARRUS,03-00,03-00
5555705,05/06/2008,05/06/2008 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,FT,FALLSTOWN,49,IREDELL,FT,FT
166088755,11/08/2016,11/08/2016 GENERAL,ABSENTEE BY MAIL,DEM,DEMOCRATIC,G5B-1,CROSS CREEK 28-1-G5,26,CUMBERLAND,G5,G5
172607,11/07/2017,11/07/2017 MUNICIPAL GENERAL,IN-PERSON,UNA,UNAFFILIATED,CC21,CROSS CREEK 21,26,CUMBERLAND,CC21,CC21
30237559,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,LC,LIONS CLUB,68,ORANGE,LC,LC
166109156,11/08/2016,11/08/2016 GENERAL,IN-PERSON,DEM,DEMOCRATIC,G10B,HOPE MILLS 4-G10,26,CUMBERLAND,G10,G10
606754,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,OR1,OR1,41,GUILFORD,OR1,OR1
166043775,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,G70,G70,41,GUILFORD,G70,G70
130990,11/06/2012,11/06/2012 GENERAL,IN-PERSON,UNA,UNAFFILIATED,KM,KINGS MILL,68,ORANGE,KM,KM
10151214,11/08/2016,11/08/2016 GENERAL,IN-PERSON,DEM,DEMOCRATIC,FR2,FR2,41,GUILFORD,FR2,FR2
7706567,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,12,FLINT GROVES,36,GASTON,12,12
611528,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,43,43,32,DURHAM,43,43
7686780,11/08/2016,11/08/2016 GENERAL,IN-PERSON,DEM,DEMOCRATIC,18,ASHBROOK,36,GASTON,18,18
7644987,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,20,BESSEMER CITY #1,36,GASTON,20,20
1913600,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,REP,REPUBLICAN,10,SHERWOOD,36,GASTON,10,10
423985,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,25.1,25.1,11,BUNCOMBE,25.1,25.1
383018,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,71.1,71.1,11,BUNCOMBE,71.1,71.1
256324,11/02/2010,11/02/2010 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,45.1,45.1,11,BUNCOMBE,45.1,45.1
244368,11/06/2012,11/06/2012 GENERAL,IN-PERSON,REP,REPUBLICAN,33.2,33.2,11,BUNCOMBE,33.2,33.2
860494,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,PR08,BLACK RIVER,43,HARNETT,PR08,PR08
600035897,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,W15,W15,65,NEW HANOVER,W15,W15
865325,05/08/2012,05/08/2012 PRIMARY,IN-PERSON,REP,REPUBLICAN,PR26,ERWIN/DUKE,43,HARNETT,PR26,PR26
465780,11/08/2011,11/08/2011 MUNICIPAL ELECTION,IN-PERSON,DEM,DEMOCRATIC,30-1,30-1,32,DURHAM,30-1,30-1
320341689,05/08/2012,05/08/2012 PRIMARY,ABSENTEE ONESTOP,UNA,UNAFFILIATED,BCK,BARKERS CREEK,50,JACKSON,BCK,BCK
9809213,11/03/2009,11/03/2009 GENERAL,IN-PERSON,UNA,UNAFFILIATED,242,PCT 242,60,MECKLENBURG,242,242
10070513,03/15/2016,03/15/2016 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,065,065,34,FORSYTH,065,065
10048277,11/06/2012,11/06/2012 GENERAL,IN-PERSON,UNA,UNAFFILIATED,FR5B,FR5B,41,GUILFORD,FR5,FR5
9034573,11/08/2016,11/08/2016 GENERAL,IN-PERSON,REP,REPUBLICAN,03S,SOUTH BOONE,1,ALAMANCE,03S,03S
287327,05/06/2008,05/06/2008 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,G03,G03,41,GUILFORD,G03,G03
30042143,11/02/2010,11/02/2010 GENERAL,IN-PERSON,UNA,UNAFFILIATED,01-04,01-04,13,CABARRUS,01-04,01-04
251980,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,22.1,ASHEVILLE 22,11,BUNCOMBE,104.1,104.1
403888,11/07/2017,11/07/2017 MUNICIPAL GENERAL,IN-PERSON,DEM,DEMOCRATIC,28.1,28.1,11,BUNCOMBE,28.1,28.1
7663092,05/08/2012,05/08/2012 PRIMARY,IN-PERSON,REP,REPUBLICAN,46,MOUNT HOLLY #2,36,GASTON,46,46
570571,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,23,23,32,DURHAM,23,23
295664,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,08.3,08.3,11,BUNCOMBE,100.1,100.1
166017100,11/06/2012,11/06/2012 GENERAL,IN-PERSON,UNA,UNAFFILIATED,AL51,ALDERMAN,26,CUMBERLAND,AL51,AL51
30105390,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,27,27,32,DURHAM,27,27
9963357,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,H16,H16,41,GUILFORD,H16,H16
9040047,11/06/2012,11/06/2012 GENERAL,IN-PERSON,REP,REPUBLICAN,24,MOUNTAIN VIEW #2,18,CATAWBA,24,24
166132985,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,12,ROCKFISH,47,HOKE,12,12
267270,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,12.1,ASHEVILLE 12,11,BUNCOMBE,12.1,12.1
30024160,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,04-01,04-01,13,CABARRUS,04-01,04-01
30223488,11/04/2008,11/04/2008 GENERAL,IN-PERSON,UNA,UNAFFILIATED,01-41,PRECINCT 01-41,92,WAKE,01-41,01-41
347871,11/04/2008,11/04/2008 GENERAL,IN-PERSON,REP,REPUBLICAN,TR123,TRYON,75,POLK,TR123,TR123
10094318,11/06/2012,11/06/2012 GENERAL,IN-PERSON,REP,REPUBLICAN,RC1,RC1,41,GUILFORD,RC1,RC1
757646,11/08/2016,11/08/2016 GENERAL,IN-PERSON,REP,REPUBLICAN,HAT,HATTERAS,28,DARE,HAT,HAT
330721,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,15,NEW RIVER III,95,WATAUGA,15,15
30258999,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,LI,LINCOLN,68,ORANGE,LI,LI
7599555,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,10,SHERWOOD,36,GASTON,10,10
7702771,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,150,PCT 150,60,MECKLENBURG,150,150
10186385,11/08/2016,11/08/2016 GENERAL,IN-PERSON,REP,REPUBLICAN,G63,G63,41,GUILFORD,G63,G63
81170,11/06/2012,11/06/2012 GENERAL,IN-PERSON,UNA,UNAFFILIATED,0064,UPPER FORK,12,BURKE,0064,0064
600064947,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,08-03,PRECINCT 08-03,92,WAKE,08-03,08-03
10079035,11/06/2012,11/06/2012 GENERAL,IN-PERSON,DEM,DEMOCRATIC,G70,G70,41,GUILFORD,G70,G70
600063661,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,14,FRYING PAN,10,BRUNSWICK,14,14
